id,sale_date,amount
2GIY,10-03-21,1105
SSBZ,10-03-21,7988
QANY,10-03-21,3825
NHII,10-03-21,5485
M3LW,10-03-21,2155
UY21,10-03-21,1140
V3F2,10-03-21,5440
PDI7,10-03-21,1590
3QIB,10-03-21,4320
P0JS,10-03-21,1610
IT3R,10-03-21,2950
CF1D,10-03-21,1450
B8BU,10-03-21,5460
XSGC,10-03-21,1400
MWF1,10-03-21,2090
SZGJ,10-03-21,4800
VDKN,10-03-21,4800
U7DQ,10-03-21,4050
0CQ5,10-03-21,1640
UHIO,10-03-21,2690
REU2,10-03-21,13650
7U2I,10-03-21,39670
DTZS,10-03-21,6400
LP0K,10-03-21,4180
3NLE,10-03-21,1050
8DLH,10-03-21,3340
YTVT,10-03-21,10710
YLR7,10-03-21,3125
WYVW,10-03-21,3340
2JVH,10-03-21,2050
5ZHQ,10-03-21,2050
EAON,10-03-21,1110
O5VK,10-03-21,1110
YOFV,10-03-21,1110
M2ES,10-03-21,1110
L57B,10-03-21,1290
MFON,10-03-21,1490
PPXO,10-03-21,1735
BCO9,10-03-21,2730
XUMW,10-03-21,2000
VUK6,10-03-21,2000
AJGA,10-03-21,2000
A8M7,10-03-21,2000
GKPN,10-03-21,2000
EKYG,10-03-21,4100
ENAH,10-03-21,2050
BTIV,10-03-21,2050
PCSJ,10-03-21,4140
QXJ4,10-03-21,3290
P84A,10-03-21,2160
DWHI,10-03-21,1120
DHLY,10-03-21,2730
LXH1,10-03-21,2730
UESH,10-03-21,2730
S2NJ,10-03-21,3280
48CI,10-03-21,2090
VROU,10-03-21,2090
TMQW,10-03-21,2090
AQGK,10-03-21,5920
XYXZ,10-03-21,4800
WRRY,10-03-21,1510
DQ97,10-03-21,2210
MEXE,10-03-21,3450
1M8X,10-03-21,4800
ADH0,10-03-21,2240
WLWJ,10-03-21,4800
EXD9,10-03-21,8250
PICW,10-03-21,1120
NPNP,10-03-21,1120
702S,10-03-21,1120
NP1G,10-03-21,2050
FC2Y,10-03-21,545
WENF,10-03-21,545
FZSC,10-03-21,3450
KXU1,10-03-21,1140
DAY7,10-03-21,1140
SJHZ,10-03-21,1110
6SKB,26-02-21,10310
KPMZ,26-02-21,1810
ORQX,26-02-21,1335
FI0E,26-02-21,745
UPAE,26-02-21,1260
C0X6,26-02-21,2700
JVHD,26-02-21,8405
C6PB,26-02-21,1500
WWE8,26-02-21,1040
GBMM,26-02-21,1790
QY7K,26-02-21,1760
89DV,26-02-21,1290
L4KU,26-02-21,2270
NPWP,26-02-21,4485
EBRJ,26-02-21,6540
QEN5,26-02-21,1610
FCYS,26-02-21,2065
4SMJ,26-02-21,2160
UZ61,26-02-21,8755
L5UE,26-02-21,4740
BCRS,26-02-21,1120
ML16,26-02-21,920
IOJH,26-02-21,920
PKN9,26-02-21,3500
AGIX,26-02-21,1610
5QGH,26-02-21,1140
2VJV,26-02-21,1010
ZW4B,26-02-21,1100
P2WX,26-02-21,3130
VMAE,26-02-21,3500
H7PL,26-02-21,3500
AIBB,26-02-21,31800
PM4F,26-02-21,4800
YM0H,26-02-21,2640
K5QH,26-02-21,3040
NBJ6,26-02-21,1520
IQQO,26-02-21,1530
NJQK,26-02-21,1530
E2QP,26-02-21,10920
NTXG,26-02-21,5460
IRFR,26-02-21,2730
6BRG,26-02-21,5460
ZRSE,26-02-21,2000
3TJN,26-02-21,2000
SWVB,26-02-21,1510
XX6J,26-02-21,3500
Q7W8,26-02-21,5410
LZFG,26-02-21,1590
DEH1,26-02-21,2090
AAYG,26-02-21,6890
2Q3M,26-02-21,40800
B3DS,26-02-21,4080
BNUF,26-02-21,4800
3OWO,26-02-21,5540
LEG6,26-02-21,1500
M2ES,26-02-21,2220
EKCD,26-02-21,7500
AA72,26-02-21,1100
M81R,26-02-21,1100
GFIE,26-02-21,1120
C37W,26-02-21,1110
4RMZ,26-02-21,24000
HZCZ,26-02-21,14400
US3K,01-03-21,2280
CNE5,01-03-21,2317
L3SJ,01-03-21,4580
92C3,01-03-21,4640
JDDF,01-03-21,17650
RRI7,01-03-21,1955
ACNE,01-03-21,5460
DSEV,01-03-21,6270
RSSQ,01-03-21,2730
OOQQ,01-03-21,3800
DUOB,01-03-21,3350
IDUA,01-03-21,1600
4G3O,01-03-21,900
AS9X,01-03-21,1185
TYNL,01-03-21,1095
DTOU,01-03-21,8620
UEQX,01-03-21,3230
HANS,01-03-21,545
MCFJ,01-03-21,4800
CQXF,01-03-21,9280
1M8X,01-03-21,4800
U4XE,01-03-21,19200
OTER,01-03-21,1110
FDLV,01-03-21,1490
FFDO,01-03-21,3220
ZOBC,01-03-21,2000
XX6J,01-03-21,2000
UBPG,01-03-21,2000
KXU1,01-03-21,6180
QWNO,01-03-21,3500
XEMS,01-03-21,1590
6ZW0,01-03-21,3210
DGLR,01-03-21,4130
Z0K0,01-03-21,2090
YVII,01-03-21,2090
DPGU,01-03-21,4180
3NKK,01-03-21,4080
PEQD,01-03-21,8570
O6JV,01-03-21,1510
TJPK,01-03-21,4080
TIGU,01-03-21,3500
UKOJ,01-03-21,3500
34VZ,01-03-21,3500
V1IN,01-03-21,1120
R4J8,01-03-21,2040
O5AK,27-01-21,205
PWCL,27-01-21,2100
ZEAO,27-01-21,2340
QS0P,27-01-21,1700
VKPS,27-01-21,590
GSOD,27-01-21,755
QDDQ,27-01-21,5460
O9NR,27-01-21,8340
ZUXW,27-01-21,4340
KBNX,27-01-21,4790
TKNM,27-01-21,1210
MFKP,27-01-21,8515
NLL0,27-01-21,38800
JBGU,27-01-21,1700
SH9O,27-01-21,215
G9EO,27-01-21,3100
SH74,27-01-21,2500
I76R,27-01-21,3380
QLWC,27-01-21,3080
SN0E,27-01-21,3400
7UI2,27-01-21,1345
B4YX,27-01-21,37210
AP0I,27-01-21,1355
VKUI,27-01-21,455
ZPKN,27-01-21,930
8WIR,27-01-21,2395
K8WE,27-01-21,11380
NIJP,27-01-21,1190
7VQY,27-01-21,1150
NBG0,27-01-21,1350
RZLB,27-01-21,7900
VWX5,27-01-21,4900
7QYZ,27-01-21,4900
2E2E,27-01-21,1550
NHLJ,27-01-21,1190
VMGW,27-01-21,1190
KTPK,27-01-21,25400
IMSN,27-01-21,1700
JVUB,27-01-21,5100
OLZ8,27-01-21,3380
AIYA,27-01-21,9540
1MHN,27-01-21,3380
PWVG,27-01-21,3380
MAN8,27-01-21,3380
Y4MQ,27-01-21,1160
DWNK,27-01-21,8360
GMO6,27-01-21,3240
KN44,27-01-21,3260
6RUM,27-01-21,10450
MACP,27-01-21,6270
BUKH,27-01-21,3420
XKJB,27-01-21,1140
B3ZR,27-01-21,1610
JIY7,27-01-21,5500
EWQJ,27-01-21,1610
GEVY,27-01-21,3380
GAIU,27-01-21,4520
SRSQ,27-01-21,9660
JJD1,27-01-21,4900
A8M7,27-01-21,2100
BER2,27-01-21,2730
JC6F,27-01-21,1160
5QM4,27-01-21,3380
QI8K,27-01-21,8190
EXXS,27-01-21,2100
HAIG,27-01-21,4900
HNZW,27-01-21,3380
5BS2,27-01-21,3380
9HPY,27-01-21,2100
O7GL,27-01-21,2100
CMXH,27-01-21,2100
NEF6,27-01-21,1160
LVFN,27-01-21,1140
QIV4,27-01-21,2280
8URZ,27-01-21,4560
RE5C,27-01-21,2100
U4SJ,27-01-21,2100
OPVL,27-01-21,1700
WPEO,27-01-21,8500
QK6J,27-01-21,1700
ULHA,10-02-21,10950
X870,10-02-21,1720
UOXF,10-02-21,1160
UK3M,10-02-21,3140
97I8,10-02-21,300
N3RF,10-02-21,7860
LUBW,10-02-21,4140
L6BE,10-02-21,2340
TIFM,10-02-21,538
XMVT,10-02-21,4770
VTPK,10-02-21,7190
M5HP,10-02-21,4200
ZQ8Y,10-02-21,4750
HNXP,10-02-21,5255
JBP9,10-02-21,3240
XO8C,10-02-21,3220
GMFS,10-02-21,30420
IMSN,10-02-21,4540
U6AF,10-02-21,9260
6XCU,10-02-21,9960
JBEW,10-02-21,1095
IJQD,10-02-21,3170
OKMD,10-02-21,1150
6AZB,10-02-21,10640
3UNF,10-02-21,3890
KLCZ,10-02-21,1630
RIX9,10-02-21,7850
9T0L,10-02-21,6845
WK2G,10-02-21,1610
T8DR,10-02-21,2820
ICX1,10-02-21,4750
NWUF,10-02-21,1095
ROTW,10-02-21,1035
78ZA,10-02-21,774
PUFO,10-02-21,3240
JPRR,10-02-21,2200
D7YW,10-02-21,2615
9BNG,10-02-21,935
9RWU,10-02-21,1500
EZOZ,10-02-21,10650
ISH9,10-02-21,1020
WQWF,10-02-21,1040
7XKR,10-02-21,10950
KOI6,10-02-21,6030
LXH1,10-02-21,2730
PSP0,10-02-21,1660
P55W,10-02-21,1660
3UPZ,10-02-21,3320
UNHZ,10-02-21,25880
WMGP,10-02-21,4750
PMRB,10-02-21,5800
QU8N,10-02-21,9580
TUEA,10-02-21,5920
AIYA,10-02-21,9460
9YDI,10-02-21,5070
7LXJ,10-02-21,6030
SU18,10-02-21,3300
MTMI,10-02-21,1610
UHOW,10-02-21,2730
GWXC,10-02-21,8190
F2WW,10-02-21,2060
EYSF,10-02-21,2060
2ZMF,10-02-21,20600
VBBY,10-02-21,2060
BN5W,10-02-21,1090
AZMX,10-02-21,1540
S3DN,10-02-21,1540
E31F,10-02-21,3230
CCII,10-02-21,3230
OTZP,10-02-21,2060
PJQW,10-02-21,3230
U8R2,10-02-21,545
TJPK,10-02-21,3230
VMGW,10-02-21,1540
YDRV,10-02-21,1705
DEFI,10-02-21,1090
NRBL,10-02-21,6600
Y3GN,10-02-21,9900
4NVO,10-02-21,6600
CVAT,10-02-21,3300
OUEX,10-02-21,3300
EC2Y,10-02-21,1160
YONH,10-02-21,2100
PWVG,10-02-21,4200
XYBY,10-02-21,1290
JIVH,10-02-21,3350
0X51,10-02-21,525
C3H6,10-02-21,525
4NDV,10-02-21,1180
5PIC,10-02-21,2060
GDMP,10-02-21,2340
KESY,10-02-21,1170
YWSC,14-01-21,420
G3FG,14-01-21,10905
7V1B,14-01-21,4270
WK28,14-01-21,1710
SBJU,14-01-21,6050
OLXP,14-01-21,3590
XJME,14-01-21,4300
42UW,14-01-21,1075
NS3S,14-01-21,530
19XN,14-01-21,2120
TAQN,14-01-21,270
GDQY,14-01-21,11580
JFUP,14-01-21,5030
LKDC,14-01-21,3470
0REO,14-01-21,385
F1C6,14-01-21,9025
ZNZH,14-01-21,3450
YK9Z,14-01-21,500
6JM9,14-01-21,6500
N51E,14-01-21,20090
XJFP,14-01-21,1180
PFLG,14-01-21,10640
OZ1A,14-01-21,1960
S0GF,14-01-21,12080
HVI8,14-01-21,110
CF1D,14-01-21,2760
GO1L,14-01-21,1090
BDYT,14-01-21,545
Q1V8,14-01-21,545
OU1E,14-01-21,3310
O0DV,14-01-21,5100
AQCJ,14-01-21,4870
RE5M,14-01-21,1190
Q3LD,14-01-21,1140
5FZO,14-01-21,10600
P3NE,14-01-21,15850
WDHO,14-01-21,1190
2TOH,14-01-21,5430
QOS9,14-01-21,3160
6.00E+51,14-01-21,3700
WXB2,14-01-21,4640
HSOX,14-01-21,1160
JMSK,14-01-21,3450
TJD1,14-01-21,3450
GOEB,14-01-21,25200
IISS,14-01-21,2150
0IOJ,14-01-21,2150
QFF6,14-01-21,4950
GL0E,14-01-21,10750
7YFR,14-01-21,10750
JH0K,14-01-21,8310
BICU,14-01-21,4300
JV3Z,14-01-21,2120
S3CQ,14-01-21,2120
FBKF,14-01-21,4950
RB3E,14-01-21,4950
XSVH,14-01-21,4950
VR1Y,14-01-21,3360
QMUM,14-01-21,8190
6AT3,14-01-21,2100
STGW,14-01-21,13840
X2EO,14-01-21,1530
IJQD,14-01-21,1500
OQ7G,08-04-21,900
CSJA,08-04-21,1550
A4EC,08-04-21,3765
CVAT,08-04-21,1440
ZSAC,08-04-21,445
0UNA,08-04-21,1120
PY64,08-04-21,840
R8ZL,08-04-21,7130
65XS,08-04-21,5320
N6YB,08-04-21,8480
I9MZ,08-04-21,2880
LOGA,08-04-21,1140
EZOZ,08-04-21,7720
AICQ,08-04-21,7790
PFOK,08-04-21,4525
XYXZ,08-04-21,5255
TIRE,08-04-21,34950
OH4I,08-04-21,1290
1ZBS,08-04-21,1540
JQGT,08-04-21,1540
6E1C,08-04-21,1540
YUPI,08-04-21,6210
T3ZH,08-04-21,8190
SH6S,08-04-21,4710
KCLP,08-04-21,12600
PALC,08-04-21,14510
HTII,08-04-21,3630
LGSV,08-04-21,1500
VIWT,08-04-21,7020
Q73P,08-04-21,11130
IU2I,08-04-21,5500
YZE9,08-04-21,3500
YJCJ,08-04-21,2020
7CJJ,08-04-21,2730
QDDQ,08-04-21,4270
XUMW,08-04-21,2730
HHEH,08-04-21,2730
OZYT,08-04-21,38630
QVPU,08-04-21,5460
1DMA,08-04-21,5460
1NS0,08-04-21,2730
8WJE,08-04-21,2100
IR2R,08-04-21,3080
NWBJ,08-04-21,6160
LF2D,08-04-21,4620
TUET,08-04-21,3865
WKP5,08-04-21,1540
ZW9T,08-04-21,1540
VZ7V,08-04-21,1540
UFUT,08-04-21,1540
IJKP,08-04-21,1540
FEKA,08-04-21,1190
VTPK,08-04-21,2900
VSJY,08-04-21,6860
IKWG,08-04-21,4730
IOJH,08-04-21,9460
RO36,08-04-21,47300
L8LS,08-04-21,9460
L3GA,08-04-21,6180
WUXG,08-04-21,4730
P1BF,08-04-21,6860
SSQT,08-04-21,10650
KOWR,08-04-21,4730
TWNS,08-04-21,10860
BYNT,08-04-21,4730
D22X,08-04-21,2730
X9RK,08-04-21,2730
GTQG,08-04-21,2730
BXP7,08-04-21,6240
ZMH7,08-04-21,4000
OUKS,08-04-21,2000
YK9Z,08-04-21,2000
FEGI,08-04-21,2000
6IJP,08-04-21,2000
DDGU,08-04-21,8000
LJEK,08-04-21,2000
QW4K,08-04-21,8020
JCKG,08-04-21,2000
LHFL,08-04-21,3550
ZAAK,08-04-21,3550
LW8M,08-04-21,4490
S4WK,08-04-21,1520
DYN0,08-04-21,3040
TD3U,08-04-21,2690
LBA7,08-04-21,3650
YZBQ,08-04-21,3230
JZDB,08-04-21,1060
JPQK,08-04-21,1710
ZUNI,08-04-21,1040
JUJV,08-04-21,1170
ZKB4,08-04-21,1170
KK4A,08-04-21,1170
1A01,08-04-21,5850
OWV1,08-04-21,1170
TPS5,08-04-21,1450
OQ8A,08-04-21,1450
NM54,08-04-21,1450
XPVK,08-04-21,2130
HAIY,08-04-21,2130
1EFJ,08-04-21,1760
OOQX,01-02-21,6000
4GJE,01-02-21,1060
VK9V,01-02-21,2930
S98C,01-02-21,10515
AIIA,01-02-21,4210
UJYA,01-02-21,22720
CRHS,01-02-21,2380
H4XI,01-02-21,3230
9ECL,01-02-21,3230
OQE4,01-02-21,1190
TKGA,01-02-21,11065
EEJA,01-02-21,2215
6QO1,01-02-21,2140
IOZI,01-02-21,4890
TELV,01-02-21,1945
UACR,01-02-21,4280
B4YX,01-02-21,20010
PLO1,01-02-21,3790
PZOQ,01-02-21,3665
LPHD,01-02-21,5440
R7GY,01-02-21,2210
8TLS,01-02-21,3620
NWSD,01-02-21,8210
RRK1,01-02-21,2320
NLAN,01-02-21,16440
NIAT,01-02-21,1290
0D5P,01-02-21,16230
O6JV,01-02-21,1580
XAGP,01-02-21,2400
LITG,01-02-21,7950
ZY22,01-02-21,6440
K8WE,01-02-21,9780
RE5C,01-02-21,1540
WNBW,01-02-21,3260
QLGT,01-02-21,10750
NLYP,01-02-21,7560
EF8Z,01-02-21,4440
Z9JD,01-02-21,4200
IJQD,01-02-21,4200
6LJQ,01-02-21,8490
R67L,01-02-21,2100
YE8H,01-02-21,5800
TGQN,01-02-21,1105
V4KJ,01-02-21,1685
M0YW,01-02-21,2130
CC72,01-02-21,14175
FMJI,01-02-21,2130
CRFP,01-02-21,2130
HJXW,01-02-21,2130
JMQP,01-02-21,2130
DHLY,01-02-21,2130
B8CU,01-02-21,4260
F9DN,01-02-21,21300
IU1P,01-02-21,3480
0CQ5,01-02-21,3290
V5LZ,01-02-21,2130
GXBD,01-02-21,12160
L7CA,01-02-21,54600
U09K,01-02-21,2730
QXD0,01-02-21,10920
KX9S,01-02-21,1610
8UWS,01-02-21,11490
TI27,01-02-21,2800
EAON,01-02-21,1180
4W8O,01-02-21,1180
HAIG,01-02-21,4900
VTPK,01-02-21,4900
KLNN,01-02-21,4900
2JAK,01-02-21,4900
PFOK,01-02-21,4900
2N7M,01-02-21,2730
VDEI,01-02-21,5460
FEV8,01-02-21,2100
NLES,01-02-21,1190
PYQ1,01-02-21,1190
6RCY,01-02-21,30210
TXH4,01-02-21,1685
PPYH,01-02-21,1060
CB7F,01-02-21,525
SLU3,01-02-21,3875
LDDQ,01-02-21,3350
RMEC,01-02-21,3350
RFQD,01-02-21,3350
OPEF,01-02-21,3350
V2HW,01-02-21,3350
S3EG,01-02-21,3350
LOKR,01-02-21,3350
U6CP,01-02-21,3350
OLEE,01-02-21,3350
YVZV,01-02-21,2320
OFGE,01-02-21,1350
QXZG,15-03-21,7655
XZZX,15-03-21,575
51ZL,15-03-21,6920
CTEB,15-03-21,1270
JZ9C,15-03-21,22000
1ALL,15-03-21,2020
S98C,15-03-21,4100
4XQA,15-03-21,3445
SUHT,15-03-21,1200
MIRL,15-03-21,2730
YVPD,15-03-21,9630
VQM1,15-03-21,1510
1FKU,15-03-21,1120
KDGY,15-03-21,5850
UG2V,15-03-21,5920
3Q0I,15-03-21,3150
UPIG,15-03-21,9070
YRQS,15-03-21,1450
EX2N,15-03-21,3100
EZ1Y,15-03-21,2160
3QBP,15-03-21,6100
46WK,15-03-21,2700
YII9,15-03-21,3200
AOK9,15-03-21,1620
ASWU,15-03-21,1130
XYXR,15-03-21,2750
ONAH,15-03-21,1575
SZ0M,15-03-21,12500
EZOZ,15-03-21,18305
SLU3,15-03-21,1070
SXIU,15-03-21,1575
MJLA,15-03-21,5165
GLEM,15-03-21,3230
DDBF,15-03-21,3230
CH1K,15-03-21,5255
Q73P,15-03-21,6760
YN6Y,15-03-21,4920
XMSU,15-03-21,3160
TIFM,15-03-21,4800
RR5M,15-03-21,3380
XCWM,15-03-21,2680
JQGT,15-03-21,4800
LJ34,15-03-21,4050
8WXF,15-03-21,4250
MMJ6,15-03-21,2730
35JH,15-03-21,2730
2TBQ,15-03-21,2730
XNYD,15-03-21,2730
TJHP,15-03-21,2730
NP1G,15-03-21,2730
QQGN,15-03-21,8200
1NHR,15-03-21,2000
LH9X,15-03-21,5170
DLWY,15-03-21,2000
035E,15-03-21,2000
48CI,15-03-21,3080
FA5G,15-03-21,1540
XSKV,15-03-21,3080
AACD,15-03-21,1540
DGLR,15-03-21,2050
YDLA,15-03-21,11600
0MDJ,15-03-21,4620
B8AK,15-03-21,4800
EF5A,15-03-21,2090
GGBV,15-03-21,2090
QFP2,15-03-21,8360
U2L8,15-03-21,1120
WRRY,15-03-21,1510
NKBP,15-03-21,1510
H9Y0,15-03-21,9600
5BS2,15-03-21,12910
KM3B,15-03-21,3380
AXAT,15-03-21,1290
WFJT,15-03-21,1490
YQGQ,15-03-21,2730
IO0S,15-03-21,1700
VF9C,09-04-21,3975
3OWQ,09-04-21,3850
JIZY,09-04-21,1170
FRCO,09-04-21,1810
GQGF,09-04-21,1540
MG5N,09-04-21,1540
NKBP,09-04-21,3640
HRJA,09-04-21,4640
A5OB,09-04-21,1540
TVGN,09-04-21,2350
B0UC,09-04-21,5870
U05Y,09-04-21,1160
8K30,09-04-21,2380
VS5B,09-04-21,2770
LINF,09-04-21,4500
9CZD,09-04-21,9860
HPRD,09-04-21,3500
PFOK,09-04-21,3500
VBBY,09-04-21,4950
UXE7,09-04-21,4020
OAJB,09-04-21,20200
E09Y,09-04-21,4020
OTOK,09-04-21,2020
ZO4O,09-04-21,2020
CSRU,09-04-21,14830
2MXB,09-04-21,4040
JH0K,09-04-21,12270
74I1,09-04-21,4040
V6YX,09-04-21,2560
LCPS,09-04-21,2020
BBKD,09-04-21,6060
IYPJ,09-04-21,5460
PIA1,09-04-21,2730
YCNM,09-04-21,3900
6LJQ,09-04-21,5810
YUCV,09-04-21,2730
XJRA,09-04-21,35110
X4SO,09-04-21,2730
JMCS,09-04-21,9460
CQWB,09-04-21,1540
KX9S,09-04-21,1540
C6PB,09-04-21,1540
W9MZ,09-04-21,6820
YARN,09-04-21,2080
NG8X,09-04-21,1540
VZS3,09-04-21,3080
GYSV,09-04-21,1540
WKP5,09-04-21,1540
LNW5,09-04-21,2730
TKIK,09-04-21,3060
FPFR,09-04-21,1710
TUUN,09-04-21,1190
74UN,09-04-21,2900
SVMH,09-04-21,4730
TESA,09-04-21,4730
R0DE,09-04-21,4730
OQ7A,09-04-21,6750
88NE,09-04-21,2730
Y8WI,09-04-21,5460
WDM2,09-04-21,2730
FLES,09-04-21,2000
9Q7E,09-04-21,2000
LUBW,09-04-21,4000
U26E,09-04-21,2000
1BOJ,09-04-21,4000
QOVG,09-04-21,4000
K8WE,09-04-21,10000
69XQ,09-04-21,2000
LP0K,09-04-21,2000
1KLU,09-04-21,8000
5V30,09-04-21,5020
TIFM,09-04-21,1190
MCJ6,09-04-21,1190
UT2G,09-04-21,3230
DDBF,09-04-21,3230
GACE,09-04-21,2630
OOYO,09-04-21,2090
KSFF,09-04-21,1080
SHC6,09-04-21,1080
DSTC,09-04-21,2250
L3GA,09-04-21,3500
O0E3,09-04-21,1170
XZLD,09-04-21,6390
AWMV,09-04-21,2130
Q8WC,09-04-21,1760
H7D0,09-04-21,1760
UO0H,08-02-21,7455
MHMN,08-02-21,2565
L7TB,08-02-21,2470
BA6G,08-02-21,450
VK9V,08-02-21,1320
3QYJ,08-02-21,8070
VBNM,08-02-21,525
UJA6,08-02-21,1180
UYMI,08-02-21,2600
6RUM,08-02-21,6260
PAU7,08-02-21,1180
F2BR,08-02-21,1820
7UI2,08-02-21,1580
ZY22,08-02-21,3660
EEJA,08-02-21,5435
LUH9,08-02-21,1110
Y1LJ,08-02-21,3235
Z1SU,08-02-21,2320
PLO1,08-02-21,4600
0X51,08-02-21,1045
RRHB,08-02-21,6410
XYXZ,08-02-21,1560
DTY0,08-02-21,1630
HDAJ,08-02-21,1540
L5YY,08-02-21,470
QDQR,08-02-21,525
VIKL,08-02-21,6225
WXYG,08-02-21,2320
TI27,08-02-21,4850
BWLA,08-02-21,4830
MJIA,08-02-21,8190
XRAO,08-02-21,2730
GQVT,08-02-21,9160
CJX8,08-02-21,3350
L5DP,08-02-21,3350
XIR0,08-02-21,11780
1AWI,08-02-21,3380
ERBD,08-02-21,4810
JI4T,08-02-21,2080
O21H,08-02-21,2080
R4J8,08-02-21,2075
KN99,08-02-21,2710
WWSQ,08-02-21,1170
QG3X,08-02-21,3235
IWC9,08-02-21,1160
75CV,08-02-21,1685
EMG2,08-02-21,1540
IPPI,08-02-21,1180
76Y3,08-02-21,4150
JBUZ,08-02-21,4150
2FTE,08-02-21,5700
MSDD,08-02-21,5580
LP0K,08-02-21,2100
IJKP,08-02-21,2100
ABLA,08-02-21,2075
ZRYK,08-02-21,4080
UYTU,08-02-21,4570
HDUA,08-02-21,1140
D2CQ,08-02-21,1140
LXJL,08-02-21,4120
ZRTP,08-02-21,1160
JHOF,08-02-21,1160
87WY,08-02-21,1160
62M3,08-02-21,5800
33KQ,08-02-21,3350
3CRD,08-02-21,8425
VTPK,08-02-21,7985
4OIB,08-02-21,3350
PEQD,08-02-21,5800
POSD,08-02-21,2320
QCIS,08-02-21,2060
EBRJ,08-02-21,2060
SX4S,08-02-21,2075
YS7C,08-02-21,4850
QGGX,24-02-21,580
XEMS,24-02-21,2090
X4IY,24-02-21,5800
WB7Q,24-02-21,1965
RDND,24-02-21,3480
VBEQ,24-02-21,4080
W7VU,24-02-21,1180
MLEX,24-02-21,3520
YARN,24-02-21,1590
QDDQ,24-02-21,16055
4XQA,24-02-21,1760
YGIU,24-02-21,4060
EWWE,24-02-21,3300
ISRP,24-02-21,2540
WK4G,24-02-21,1600
6FBE,24-02-21,1050
BGQK,24-02-21,56100
XPVK,24-02-21,6840
H4XI,24-02-21,1560
NBUE,24-02-21,1900
OU3U,24-02-21,1355
1IW3,24-02-21,4270
D0TE,24-02-21,1520
DSEV,24-02-21,5540
0X1D,24-02-21,1520
CBW8,24-02-21,5000
1GTL,24-02-21,1750
ZT2I,24-02-21,2730
OWK1,24-02-21,1110
HANS,24-02-21,510
5V6G,24-02-21,880
3GRO,24-02-21,1015
BDPP,24-02-21,1500
G1NO,24-02-21,5680
3XYF,24-02-21,4460
UA8V,24-02-21,1060
QRNY,24-02-21,3750
ZAYS,24-02-21,13100
EYPT,24-02-21,17500
C3ZS,24-02-21,2090
YXVO,24-02-21,2090
2MXB,24-02-21,2090
GM9P,24-02-21,2090
7UFJ,24-02-21,2160
C7KB,24-02-21,31800
N1VT,24-02-21,5650
CRFP,24-02-21,1130
1FCK,24-02-21,1110
VES2,24-02-21,3520
UUFJ,24-02-21,3350
QCDP,24-02-21,2040
637K,24-02-21,2040
1CPJ,24-02-21,1070
63WX,24-02-21,7000
XT3E,24-02-21,1110
IU2I,24-02-21,2000
LEIL,24-02-21,4800
KPN2,24-02-21,4800
DTOU,24-02-21,4800
VBBY,24-02-21,2660
A8M7,24-02-21,1140
OW6C,24-02-21,23200
HGUT,24-02-21,3330
GOLJ,24-02-21,4610
XYXZ,24-02-21,1100
EXXS,24-02-21,3110
B2HB,24-02-21,1050
CKOL,24-02-21,1050
TUXD,24-02-21,525
E3NW,24-02-21,525
FZSC,24-02-21,1090
QK6H,24-02-21,2730
DTFP,24-02-21,2730
GLH1,24-02-21,3180
XYEW,24-02-21,4770
I2LD,24-02-21,4800
ZAX6,24-02-21,9600
PXSN,24-02-21,1120
UJMR,24-02-21,4800
VLCZ,24-02-21,4800
XLAK,24-02-21,9600
FFZN,24-02-21,1590
CC72,24-02-21,4560
3SZI,24-02-21,1120
XIR0,24-02-21,1120
KUQF,24-02-21,1510
VIKL,24-02-21,1290
BB3P,29-01-21,2595
UCJG,29-01-21,13450
BXGC,29-01-21,1940
VN7I,29-01-21,3525
FLES,29-01-21,3580
LXYV,29-01-21,1630
VGG6,29-01-21,22820
KN99,29-01-21,4930
PP29,29-01-21,13790
89DV,29-01-21,4990
4XQA,29-01-21,1210
LSL2,29-01-21,2100
SAEZ,29-01-21,9690
7WQP,29-01-21,1700
YJCJ,29-01-21,3330
AGD8,29-01-21,7790
GCYO,29-01-21,1860
KYBY,29-01-21,2080
ZLOQ,29-01-21,2765
XYEV,29-01-21,22840
PSZH,29-01-21,7300
RRHB,29-01-21,2665
VYJB,29-01-21,85100
LQWU,29-01-21,1140
KPOP,29-01-21,350
Q3BR,29-01-21,2130
MZCH,29-01-21,4900
YZE9,29-01-21,4900
PJEZ,29-01-21,8280
GVEC,29-01-21,22890
49QF,29-01-21,6600
6UGQ,29-01-21,3100
SRSQ,29-01-21,3110
HU7B,29-01-21,1550
JQ5T,29-01-21,3320
RYXP,29-01-21,1700
TIML,29-01-21,2130
DUGY,29-01-21,5510
IKEO,29-01-21,2130
FVET,29-01-21,2130
VCOO,29-01-21,6390
TFUV,29-01-21,3380
R8ZY,29-01-21,3380
NMKK,29-01-21,9460
NAU9,29-01-21,7250
9HEV,29-01-21,2100
TYJR,29-01-21,5510
Z3UV,29-01-21,8880
FXDY,29-01-21,4570
KX9S,29-01-21,1190
HAHT,29-01-21,1160
GHUF,29-01-21,2130
XUXS,29-01-21,3380
GQEW,29-01-21,2100
PEQD,29-01-21,4900
KTDO,29-01-21,4900
JQUZ,29-01-21,3380
9Q7E,29-01-21,3380
UWQG,29-01-21,6760
GE4K,29-01-21,3870
V3Q5,29-01-21,1160
3ZUT,29-01-21,1210
8X8P,29-01-21,1210
NJII,29-01-21,1210
