id,sale_date,amount
POVD,25-04-21,1540
WEPI,25-04-21,1040
YJQN,25-04-21,1190
SCJS,25-04-21,4730
ZABT,25-04-21,16850
WHCH,25-04-21,2400
LVVQ,25-04-21,3610
5MDN,09-02-21,1180
MAV8,09-02-21,5990
8I40,09-02-21,1160
OJTH,09-02-21,900
ZX5D,09-02-21,4120
7BIZ,09-02-21,2730
N2BH,09-02-21,3410
3CSW,09-02-21,380
AIIA,09-02-21,420
CVAT,09-02-21,1630
UPIG,09-02-21,5460
1TZ2,09-02-21,840
74Z0,09-02-21,1705
EMG2,09-02-21,1540
M40B,09-02-21,3620
JCXO,09-02-21,40950
YUAI,09-02-21,2730
TDFJ,09-02-21,2730
PD5V,09-02-21,1560
GAIU,09-02-21,4790
VCCM,09-02-21,2120
LSTS,09-02-21,6120
V8S8,09-02-21,3730
4IBX,09-02-21,10500
1TJA,09-02-21,2485
4HN2,09-02-21,1110
5V6G,09-02-21,6080
YVBB,09-02-21,3260
EYHO,09-02-21,4580
DTBV,09-02-21,530
EMDT,09-02-21,11190
JM2L,09-02-21,1620
ZKTT,09-02-21,2060
OF2Y,09-02-21,2060
XMJI,09-02-21,4750
AJXI,09-02-21,4750
YUT9,09-02-21,5910
EYIV,09-02-21,4750
NUPU,09-02-21,4750
25TK,09-02-21,6810
CQLE,09-02-21,6810
ACHV,09-02-21,1540
KCN1,09-02-21,4890
SHOU,09-02-21,2080
F3RV,09-02-21,2730
8MMX,09-02-21,2060
BO8Q,09-02-21,3230
MDSB,09-02-21,3895
IMBB,09-02-21,1090
AZRV,09-02-21,3170
Y8XE,09-02-21,2580
TIFM,09-02-21,4750
O79L,09-02-21,20600
6BNW,09-02-21,2060
ERXE,09-02-21,2060
6UGQ,09-02-21,3645
3Q0I,09-02-21,4750
8K30,09-02-21,2580
RLCE,09-02-21,1290
QCIS,09-02-21,2580
QSJU,09-02-21,1290
J8KT,09-02-21,1290
Q1SP,09-02-21,3350
KYAD,09-02-21,3350
KMMB,09-02-21,1140
OJCA,09-02-21,21000
GE7Y,09-02-21,9500
EDUE,09-02-21,12360
KX9S,09-02-21,1610
XCEL,09-02-21,1160
TRUV,09-02-21,525
HFOX,09-02-21,2330
KSN1,09-02-21,1160
R90T,09-02-21,2075
VDEI,09-02-21,10300
FGNR,09-02-21,4120
GETJ,09-02-21,2060
NHLJ,09-02-21,1550
VROU,09-02-21,1550
B5W7,09-02-21,1550
TELV,09-02-21,1550
ZLRG,18-03-21,1005
LFA0,18-03-21,1070
OSUX,18-03-21,1800
PBVP,18-03-21,1970
BHNA,18-03-21,310
JW99,18-03-21,2100
WEGA,18-03-21,820
230R,18-03-21,430
EPOL,18-03-21,1130
S6HV,18-03-21,4100
IJQG,18-03-21,1490
FTV4,18-03-21,3700
Y128,18-03-21,2050
KK4J,18-03-21,2250
BCRS,18-03-21,3180
XEEN,18-03-21,2110
3YKC,18-03-21,1110
PVE5,18-03-21,9890
ELHQ,18-03-21,2630
YLR7,18-03-21,3120
KJIT,18-03-21,545
Y3NJ,18-03-21,1090
HTD5,18-03-21,3230
3FMB,18-03-21,3915
ACNE,18-03-21,20080
DE4M,18-03-21,1745
BZ2X,18-03-21,1745
M40I,18-03-21,13500
WQWF,18-03-21,3100
KXU1,18-03-21,3550
SKDL,18-03-21,6580
PAIO,18-03-21,6150
PWYB,18-03-21,2730
ZMVM,18-03-21,2730
YS11,18-03-21,3840
A4YN,18-03-21,3285
ULCJ,18-03-21,4000
2CUA,18-03-21,2000
KYBY,18-03-21,6740
V7U7,18-03-21,3470
9RK1,18-03-21,3470
JIVH,18-03-21,1540
3MV7,18-03-21,3080
FWTW,18-03-21,2050
ZIPF,18-03-21,19200
RKNN,18-03-21,1120
7RDL,18-03-21,1120
INZX,18-03-21,6680
PUBU,18-03-21,2090
WD9F,18-03-21,2090
KGYD,18-03-21,2090
VBBY,18-03-21,2090
HIPB,18-03-21,1110
WDM0,18-03-21,11610
MOXT,18-03-21,6940
O21H,18-03-21,2900
VLRI,18-03-21,4620
ULMF,18-03-21,5600
UASW,18-03-21,7250
9SAG,18-03-21,14900
3SZI,18-03-21,1540
FHO1,18-03-21,2680
WYIV,18-03-21,1540
XNPO,18-03-21,1540
OWEA,18-03-21,9600
PYY5,18-03-21,1140
63WA,18-03-21,1140
NXS1,18-03-21,3370
QEE7,18-03-21,3470
Y3GN,18-03-21,33700
TNSD,18-03-21,3470
DUGY,18-03-21,2050
5BB7,04-02-21,6750
5JAU,04-02-21,1320
HW5H,04-02-21,3410
BXGC,04-02-21,4230
MCQP,04-02-21,130
Q5DE,04-02-21,12500
SBP5,04-02-21,2700
FEKA,04-02-21,1580
HAIG,04-02-21,2730
M4VS,04-02-21,2730
XZLD,04-02-21,30340
X6PP,04-02-21,9460
ABBO,04-02-21,1160
9Q7E,04-02-21,1550
QNZJ,04-02-21,440
S3DN,04-02-21,3130
GF82,04-02-21,2730
80JD,04-02-21,1180
OPRY,04-02-21,1685
KBSJ,04-02-21,2510
EXAJ,04-02-21,5035
RKEX,04-02-21,2260
89ZQ,04-02-21,1685
PAAU,04-02-21,4530
ZW3N,04-02-21,3230
QSA1,04-02-21,2075
I06A,04-02-21,2105
PJCQ,04-02-21,3520
UYCV,04-02-21,3710
FPFS,04-02-21,7505
GWSU,04-02-21,365
HJLW,04-02-21,1560
NX1W,04-02-21,3230
9YNL,04-02-21,1600
OPC8,04-02-21,3440
JH0K,04-02-21,6620
FEKU,04-02-21,5245
LBA7,04-02-21,1160
BDTM,04-02-21,1730
R6SE,04-02-21,3200
MFDD,04-02-21,2130
DORT,04-02-21,1580
EKZH,04-02-21,4310
0C5X,04-02-21,5210
KK2E,04-02-21,1685
AWBB,04-02-21,3110
YDFC,04-02-21,5950
PV6Z,04-02-21,5680
Y1VS,04-02-21,1160
PZOQ,04-02-21,3480
3PDB,04-02-21,6010
QMOC,04-02-21,1190
93JA,04-02-21,1160
YHSB,04-02-21,2730
BDYT,04-02-21,2730
MGVP,04-02-21,4900
UBKA,04-02-21,4900
8MMX,04-02-21,6950
IO0S,04-02-21,2320
OSRH,04-02-21,1190
KTTC,04-02-21,1160
MUDJ,04-02-21,3350
MALE,04-02-21,3380
UDNX,04-02-21,1170
PJQW,04-02-21,2080
L8LS,04-02-21,4160
XMTX,04-02-21,2080
SQFC,04-02-21,4180
XK4O,04-02-21,2080
WSIP,04-02-21,24250
AZMX,04-02-21,2130
UEMQ,04-02-21,2130
LFHX,04-02-21,2130
LDUH,04-02-21,4860
XYVM,04-02-21,2100
6K3T,04-02-21,2100
6DPS,04-02-21,9480
K5QH,04-02-21,1550
NJII,04-02-21,1140
K0O5,04-02-21,1350
LMIC,04-02-21,1540
HMFC,04-02-21,1540
CPMV,04-02-21,5055
L1DG,04-02-21,4900
R7G0,04-02-21,1550
FGSG,04-02-21,2100
XSHZ,04-02-21,2075
O3HA,04-02-21,2075
N1YK,04-02-21,2075
HFZ9,04-02-21,2100
B8TY,04-02-21,2100
ERXI,04-02-21,2100
YF5E,04-02-21,4200
BO8Q,04-02-21,4150
CDR2,04-02-21,10500
M7CA,04-02-21,2100
BQGR,04-02-21,2075
NTXG,04-02-21,14700
YXAX,23-01-21,1920
O8WN,23-01-21,595
AIIA,23-01-21,5885
FIHU,23-01-21,2105
XO8C,23-01-21,550
FZRH,23-01-21,890
3FLH,23-01-21,250
UEWB,23-01-21,1030
862L,23-01-21,9790
OL43,23-01-21,750
PKN9,23-01-21,1370
G1QW,23-01-21,320
MZCH,23-01-21,6480
BGJH,23-01-21,480
TALG,23-01-21,3045
T43U,23-01-21,5390
O9IR,23-01-21,1540
HMEG,23-01-21,33240
J7XY,23-01-21,3120
A13X,23-01-21,8500
JVGX,23-01-21,1700
9UVO,23-01-21,1700
CBGL,23-01-21,1550
ZV9L,23-01-21,12290
7XKR,23-01-21,3380
GCEP,23-01-21,7120
FEV8,23-01-21,6450
EPOL,23-01-21,3290
S6HV,23-01-21,6450
EMG2,23-01-21,2150
EYVO,23-01-21,2150
H8ZD,23-01-21,3340
DALH,23-01-21,6710
NUWB,23-01-21,1140
0BKD,23-01-21,2690
XKRQ,23-01-21,1140
42UW,23-01-21,3540
DLMN,23-01-21,1140
EOPP,23-01-21,1140
8IQ0,23-01-21,2280
KTTC,23-01-21,3420
TKGA,23-01-21,4520
WAYQ,23-01-21,2280
GCT8,23-01-21,2090
PFX9,23-01-21,2090
OLZ8,23-01-21,2090
MRWP,23-01-21,6680
NBMV,23-01-21,7550
OODB,23-01-21,41600
AKEE,23-01-21,3380
XPWK,23-01-21,3380
69Z7,23-01-21,3380
BHVU,23-01-21,3380
BCO9,23-01-21,1550
6RUM,23-01-21,3100
S1HD,23-01-21,1550
BY4U,23-01-21,1550
XU6Y,23-01-21,1160
TBHN,23-01-21,1190
VBGS,23-01-21,2380
FUKW,23-01-21,2380
R3GY,23-01-21,530
V3Q5,23-01-21,1610
BLOC,23-01-21,2080
C1EQ,24-04-21,2020
6AH6,24-04-21,1090
WK4G,24-04-21,3080
780M,24-04-21,2020
EVEC,24-04-21,2080
JI83,24-04-21,27300
XZJY,24-04-21,1540
NR49,24-04-21,24280
H4SL,24-04-21,9100
JDAE,24-04-21,2020
SIRP,24-04-21,1420
Y3ZJ,24-04-21,18030
8IQ0,24-04-21,8150
ZTFJ,24-04-21,1820
0.00E+00,24-04-21,3700
3G5K,24-04-21,1520
DUUI,24-04-21,5350
J78V,24-04-21,1540
SX4S,24-04-21,5430
SESO,24-04-21,1540
8A1P,24-04-21,2900
ZEYT,24-04-21,18100
TWTK,24-04-21,7240
KI82,24-04-21,1160
X6DY,24-04-21,1050
EZOZ,24-04-21,16500
HHBA,24-04-21,1590
HZCZ,24-04-21,6180
B6JP,24-04-21,12990
GNGT,24-04-21,17670
8GYH,24-04-21,1690
PG8X,24-04-21,9460
ULCJ,24-04-21,1560
FCIW,24-04-21,9110
WYSM,24-04-21,3040
7EKK,24-04-21,1060
VP7H,24-04-21,3110
KJG5,24-04-21,2060
2XAH,24-04-21,2670
0NC6,24-04-21,1290
YQGQ,24-04-21,1290
HNQG,24-04-21,1540
SMIN,24-04-21,1540
FY0K,24-04-21,3360
YVPD,24-04-21,3620
EFVI,24-04-21,3620
XNUK,24-04-21,4160
HCPR,24-04-21,1170
IEG3,24-04-21,1540
LBA3,24-04-21,2000
DNO7,24-04-21,2000
OJXZ,24-04-21,2000
IF5X,24-04-21,4090
G9M1,24-04-21,1540
WMJL,24-04-21,1190
PPUK,24-04-21,1540
56FC,24-04-21,2730
V8CK,24-04-21,1560
BVSZ,24-04-21,1170
HHAQ,24-04-21,1170
UKZR,24-04-21,2360
SABP,24-04-21,2730
L1CE,24-04-21,1290
QDDQ,24-04-21,1290
PVRQ,24-04-21,4730
HK93,24-04-21,1470
K4KY,24-04-21,1540
DDJH,24-04-21,540
4THU,24-04-21,4730
XPVK,24-04-21,4730
HHAJ,24-04-21,4730
YG3S,16-04-21,2515
C2OK,16-04-21,1560
RIQD,16-04-21,17850
54KI,16-04-21,1180
JFTG,16-04-21,1730
0AWO,16-04-21,460
O7GL,16-04-21,1990
CVAT,16-04-21,1450
RBBU,16-04-21,1290
NHOP,16-04-21,4940
7H9V,16-04-21,4040
NJQL,16-04-21,4410
LOGB,16-04-21,1470
6ZAC,16-04-21,4320
BSHN,16-04-21,53350
UBOV,16-04-21,6250
JUY1,16-04-21,57095
G4O3,16-04-21,3550
XFI2,16-04-21,6770
BDJN,16-04-21,5500
0CQ5,16-04-21,3180
XFMZ,16-04-21,3530
SESO,16-04-21,2080
WCA9,16-04-21,40280
MYY3,16-04-21,29050
BB3E,16-04-21,5540
NR1U,16-04-21,1170
KQEL,16-04-21,1370
JGMK,16-04-21,3230
HJOH,16-04-21,2060
1ZE4,16-04-21,540
825G,16-04-21,5770
FE4F,16-04-21,2640
GBP2,16-04-21,2080
5BLM,16-04-21,3230
SSBZ,16-04-21,2290
QDDQ,16-04-21,2130
UKPQ,16-04-21,1290
ZIPW,16-04-21,5600
KWG3,16-04-21,6090
6QOJ,16-04-21,2020
YEA0,16-04-21,1500
NUNN,16-04-21,1500
MX1Z,16-04-21,6000
8IM1,16-04-21,3040
AME3,16-04-21,7380
YCSA,16-04-21,3040
XSGC,16-04-21,1540
JHI9,16-04-21,1785
BCRS,16-04-21,3510
QUWY,16-04-21,1170
I1D8,16-04-21,1170
SUSK,16-04-21,3000
WO49,16-04-21,3100
D4NU,16-04-21,1190
J2OI,16-04-21,1190
KCN1,16-04-21,17730
HRBH,16-04-21,4000
EV4K,16-04-21,2000
UBPG,16-04-21,2000
TV8I,16-04-21,4270
WLMZ,16-04-21,1170
BWVA,16-04-21,2360
T6F8,16-04-21,1170
GMFS,16-04-21,23650
FCAV,16-04-21,8280
8JFW,16-04-21,2330
LYA4,16-04-21,1170
DTFP,16-04-21,2020
NOMV,16-04-21,2020
EZOZ,16-04-21,9290
NBJ6,16-04-21,6820
0H4V,16-04-21,4730
PV6Z,16-04-21,2730
EDUE,16-04-21,13650
OUVD,16-04-21,10620
XXMN,16-04-21,2090
8IJV,16-04-21,1210
EUOR,16-04-21,1160
2CLE,16-04-21,3080
YT67,16-04-21,1450
XI1Q,16-04-21,1190
ERXE,16-04-21,5460
ULMF,16-04-21,17850
0BKD,16-04-21,7100
E0WL,16-04-21,3550
QANY,16-04-21,2730
BKAG,16-04-21,2730
9Q7E,16-04-21,3550
X8CI,16-04-21,3550
9YBL,16-04-21,4730
NUXU,16-04-21,3550
WYIV,16-04-21,1785
XJ5B,12-04-21,200
4VES,12-04-21,7855
YQOP,12-04-21,1520
FXDY,12-04-21,9180
FSTF,12-04-21,6490
YAOD,12-04-21,1950
5R3V,12-04-21,1750
NNY3,12-04-21,6690
EJC4,12-04-21,3490
FBWG,12-04-21,4730
VMSI,12-04-21,6270
170R,12-04-21,10960
8WJE,12-04-21,4730
84GG,12-04-21,5900
OWRJ,12-04-21,4730
VYJB,12-04-21,55090
XLAK,12-04-21,9480
HI25,12-04-21,21790
9TK5,12-04-21,12960
Y1WW,12-04-21,11290
1SAF,12-04-21,3550
BJOO,12-04-21,10520
F4QY,12-04-21,3500
O2KU,12-04-21,3500
MFQF,12-04-21,3500
J8KT,12-04-21,5630
RC05,12-04-21,12860
ZF54,12-04-21,3500
XQHK,12-04-21,3500
HZCZ,12-04-21,41160
CTXR,12-04-21,3500
TZEZ,12-04-21,5040
EOST,12-04-21,4670
UELY,12-04-21,39790
NWBJ,12-04-21,1560
XF9B,12-04-21,15600
OQ17,12-04-21,1560
VZU6,12-04-21,4790
LXYV,12-04-21,1540
EGV5,12-04-21,1540
X9RA,12-04-21,3630
6ZAC,12-04-21,4810
OSRH,12-04-21,5050
HI21,12-04-21,3080
WZMF,12-04-21,7310
KATD,12-04-21,1540
VBBY,12-04-21,2750
L5ZZ,12-04-21,35490
FLYQ,12-04-21,6370
TJD1,12-04-21,2100
IGD4,12-04-21,1160
ENAH,12-04-21,5900
DL5E,12-04-21,3040
UAIH,12-04-21,1520
G4AB,12-04-21,3060
B5W7,12-04-21,1520
OPC8,12-04-21,2710
SDDZ,12-04-21,3540
TLOW,12-04-21,1520
7LHU,12-04-21,3080
PDFI,12-04-21,3100
PD31,12-04-21,2360
EUI8,12-04-21,1190
U26E,12-04-21,1730
GMO6,12-04-21,2750
ZXHU,12-04-21,1500
8ZPR,12-04-21,1500
B1YP,12-04-21,7500
4UUW,12-04-21,3000
CW7V,12-04-21,1620
ONUR,12-04-21,1170
I76R,12-04-21,1750
WG0I,12-04-21,1210
OODB,12-04-21,1190
D4NU,12-04-21,3460
WQWF,12-04-21,1190
PY64,12-04-21,2020
X3VP,12-04-21,2020
SJHZ,12-04-21,4020
GBWB,12-04-21,4040
WLUX,12-04-21,2020
UKOK,12-04-21,4040
SHVX,12-04-21,3230
4EYB,12-04-21,1080
9XIE,12-04-21,1080
IQRX,12-04-21,2160
SO8V,12-04-21,2130
FATT,12-04-21,6000
H7IR,12-04-21,2000
2HSF,12-04-21,2000
1LGC,12-04-21,2730
SRGR,12-04-21,2730
IO0S,12-04-21,1080
PC2K,12-04-21,540
6JSX,12-04-21,520
JUNS,12-04-21,2090
ZEXL,12-04-21,2090
OXON,12-04-21,2090
EJYC,12-04-21,2090
M3ZX,12-04-21,2090
HJYR,12-04-21,900
LWS4,18-02-21,3670
0AWO,18-02-21,1510
ORQX,18-02-21,1970
OCEL,18-02-21,365
NEKU,18-02-21,320
VX95,18-02-21,2485
SZZA,18-02-21,2555
RLBM,18-02-21,2160
J2DG,18-02-21,1520
SNAU,18-02-21,10800
EXLY,18-02-21,6700
E8EC,18-02-21,4235
N3ZJ,18-02-21,4340
H7QZ,18-02-21,3110
0KEW,18-02-21,1170
ZLHA,18-02-21,2900
KDGY,18-02-21,5040
KBNX,18-02-21,7880
IZLW,18-02-21,1540
PF7I,18-02-21,1090
GCYO,18-02-21,2110
KU7T,18-02-21,3560
TUGG,18-02-21,12240
DIV0,18-02-21,4190
ZRLN,18-02-21,2565
WQKQ,18-02-21,2730
MWG6,18-02-21,23320
9TK5,18-02-21,8050
VCHE,18-02-21,1295
GKWX,18-02-21,1570
VBBY,18-02-21,1070
TNIO,18-02-21,2730
XB6Q,18-02-21,12300
2LRW,18-02-21,16150
OV8N,18-02-21,2240
ERXI,18-02-21,1130
554W,18-02-21,2880
QU8N,18-02-21,2100
GACE,18-02-21,3260
G3MT,18-02-21,15900
XU5Y,18-02-21,7000
KVQD,18-02-21,3500
1QII,18-02-21,3500
RMDH,18-02-21,78650
R4RD,18-02-21,12530
I8VZ,18-02-21,2730
1CPJ,18-02-21,1130
VZ7V,18-02-21,1050
WP1Q,18-02-21,9600
3G7Y,18-02-21,11010
HJDL,18-02-21,2230
VTPK,18-02-21,5910
M6JE,18-02-21,2050
4RWJ,18-02-21,2040
3DIG,18-02-21,6340
IFEI,18-02-21,4900
8PIL,18-02-21,3800
M9UK,18-02-21,10000
ZUZ2,18-02-21,1110
RO36,18-02-21,22200
MIYU,18-02-21,4700
BVSZ,18-02-21,4800
N1C9,18-02-21,1140
NJQK,18-02-21,2230
FCYS,18-02-21,1110
UOX1,18-02-21,1110
GIJX,18-02-21,3330
DBA7,18-02-21,1590
UHR6,18-02-21,3360
SDSU,18-02-21,2580
AB2Y,18-02-21,2580
YUYA,18-02-21,7950
TIFM,18-02-21,2050
AMHY,18-02-21,1110
HDXI,18-02-21,2260
RXMC,18-02-21,2200
R7KF,18-02-21,3500
U2L8,18-02-21,1120
35JH,18-02-21,4800
H5PQ,18-02-21,4700
ACVW,18-02-21,9400
KXE8,18-02-21,4800
3ZUT,18-02-21,3040
GOY5,18-02-21,1520
ZHOO,18-02-21,3040
OP9D,18-02-21,1520
ZLOQ,18-02-21,2340
6DIB,18-02-21,19200
2P19,18-02-21,4800
VGG6,18-02-21,9600
HVI8,18-02-21,1290
MCZ8,18-02-21,2040
UVQR,02-02-21,1220
RDND,02-02-21,820
ESUD,02-02-21,13780
61XR,02-02-21,1665
JNAI,02-02-21,1190
STP5,02-02-21,1320
SFLX,02-02-21,280
JBCQ,02-02-21,14950
BIWE,02-02-21,1100
ZX5D,02-02-21,5460
EPFR,02-02-21,1180
WC9C,02-02-21,1610
YDNW,02-02-21,34505
JUSY,02-02-21,3080
BP0R,02-02-21,1740
ZRYK,02-02-21,1350
HLKO,02-02-21,2510
MYOL,02-02-21,1350
M6LP,02-02-21,4975
7RO8,02-02-21,1075
ZDZQ,02-02-21,1645
8A1P,02-02-21,4930
7LLI,02-02-21,1160
8OZJ,02-02-21,1190
POPN,02-02-21,6220
HNLA,02-02-21,1160
PZO7,02-02-21,3240
KLAV,02-02-21,2960
NX1W,02-02-21,3670
PMO2,02-02-21,3880
JJ1H,02-02-21,1180
VACY,02-02-21,1190
UTEQ,02-02-21,835
BXP7,02-02-21,6520
9U1R,02-02-21,2730
EXX1,02-02-21,2130
X8A5,02-02-21,2130
5EBD,02-02-21,2130
7MM9,02-02-21,1550
WMGP,02-02-21,7630
1KLU,02-02-21,4900
TUGG,02-02-21,58000
ZRCW,02-02-21,4900
4Z7I,02-02-21,24500
DTND,02-02-21,5950
SNDP,02-02-21,1190
XMME,02-02-21,1685
QEE7,02-02-21,3290
TQZO,02-02-21,2130
JC6F,02-02-21,5480
N4QS,02-02-21,2100
GAS3,02-02-21,8190
DPOP,02-02-21,40950
4KWY,02-02-21,2730
IWC9,02-02-21,3350
LVVQ,02-02-21,3795
AIYA,02-02-21,12860
A5S7,02-02-21,2100
KXAC,02-02-21,4280
2CUA,02-02-21,4280
F6IY,02-02-21,4280
CIAN,02-02-21,4280
ZXAH,02-02-21,3350
QBUQ,02-02-21,3350
FH2Q,02-02-21,6600
NKBP,02-02-21,1160
EBE8,02-02-21,3350
NMYE,02-02-21,2200
F4PY,02-02-21,4900
F2BR,02-02-21,1685
WFBW,02-02-21,3350
QEXI,02-02-21,3350
SXIU,02-02-21,4830
EYVO,02-02-21,4200
G1NO,02-02-21,4200
4D06,02-02-21,3350
V2HW,02-02-21,3350
DEFI,02-02-21,5810
3GRO,02-02-21,2700
WDX0,02-02-21,1190
8NEA,02-02-21,3520
B6XY,02-02-21,3500
6Y4L,02-02-21,40600
Q1V8,02-02-21,1160
6QOJ,02-02-21,1150
E3NW,02-02-21,5750
RFJO,02-02-21,1150
YXBL,02-02-21,2340
GFQH,02-02-21,1685
HZEM,02-02-21,1160
OTZP,02-02-21,6160
MYGQ,02-02-21,2100
HW0L,02-02-21,2730
1T8S,02-02-21,2730
M9UK,02-02-21,5460
HBJK,21-04-21,10260
KX5E,21-04-21,2700
VCA5,21-04-21,1528
NQCJ,21-04-21,1325
MWF1,21-04-21,3890
1GIH,21-04-21,1390
NO1N,21-04-21,5490
RXWH,21-04-21,1785
SPFO,21-04-21,3570
X0OW,21-04-21,1785
WHOQ,21-04-21,11870
M8YV,21-04-21,4000
FXDY,21-04-21,2000
UDIY,21-04-21,2000
XLBV,21-04-21,2000
R844,21-04-21,4000
0CWB,21-04-21,4000
GJNT,21-04-21,4090
IN7P,21-04-21,2620
T3ZH,21-04-21,4620
NDQX,21-04-21,2710
FUNK,21-04-21,3670
KJIT,21-04-21,1080
SBJU,21-04-21,1620
3QIB,21-04-21,1080
JLHP,21-04-21,2020
LTDP,21-04-21,2730
K1DP,21-04-21,2020
M8RP,21-04-21,2020
WLS3,21-04-21,2020
BZDD,21-04-21,10100
9FDE,21-04-21,3550
FKW2,21-04-21,1170
PFI3,21-04-21,1170
ARPI,21-04-21,4730
SHUS,21-04-21,4730
OSW4,21-04-21,7720
VNEC,21-04-21,6290
MFQF,21-04-21,4730
YJQG,21-04-21,4730
NUNG,21-04-21,6860
ZXEK,21-04-21,4730
KCLP,21-04-21,15410
BI9W,21-04-21,6820
9YUD,21-04-21,4730
ZKQY,21-04-21,1080
GYSZ,21-04-21,540
D0TE,21-04-21,2080
LYA4,21-04-21,3600
2LRW,21-04-21,9690
LZOK,21-04-21,3230
SZSR,21-04-21,9390
LSPF,21-04-21,1560
PY64,21-04-21,1560
CFGL,21-04-21,1560
5CXI,21-04-21,2130
QWNO,21-04-21,3660
N0AG,21-04-21,2970
ZXWN,21-04-21,1450
I2YV,21-04-21,2320
IFRH,21-04-21,2320
0VXE,21-04-21,1750
MEEK,21-04-21,1190
H5RM,21-04-21,7700
IDVJ,21-04-21,1540
VKHA,21-04-21,2730
LDE9,21-04-21,8190
ZW9T,21-04-21,2730
GE7Y,21-04-21,2730
PVWK,21-04-21,1290
1LG9,21-04-21,1290
3QFJ,21-04-21,6450
SUHT,21-04-21,1290
B0Q5,27-04-21,6700
JJQH,27-04-21,4660
LCYG,27-04-21,3610
DH4C,27-04-21,2575
I08L,27-04-21,4700
TPFS,27-04-21,1190
KG96,27-04-21,980
ZVA7,27-04-21,1090
1FPM,27-04-21,2340
MFQF,27-04-21,1530
6DIB,27-04-21,7280
WBZI,27-04-21,6300
ZSHU,27-04-21,1540
3CRD,27-04-21,9100
UGOR,27-04-21,11170
VSSM,27-04-21,4700
H4SL,27-04-21,11760
H5RM,27-04-21,7220
3XDB,27-04-21,3040
VEO2,27-04-21,1820
BCTW,27-04-21,1540
H4XI,27-04-21,31250
UGTM,27-04-21,3040
DZ83,27-04-21,5700
VKV3,27-04-21,1820
U0O2,27-04-21,1540
QLQW,27-04-21,2620
LZS2,27-04-21,1260
6T8S,27-04-21,1710
CKNU,27-04-21,9920
J4FN,27-04-21,1560
521C,27-04-21,1010
ACNE,27-04-21,4130
XNH8,27-04-21,4620
OWRJ,27-04-21,4000
MEXE,27-04-21,2155
T3ZH,27-04-21,8230
KG6E,27-04-21,1190
CBFW,27-04-21,2370
PM4C,27-04-21,1810
4EW8,27-04-21,4920
ZLBM,27-04-21,2090
4RXO,27-04-21,7220
NNJO,27-04-21,1810
OFB3,27-04-21,7760
QFZT,27-04-21,20000
PC0W,27-04-21,1810
XYEV,27-04-21,5460
9EEJ,27-04-21,9400
HZCZ,27-04-21,7740
FNPW,27-04-21,1540
VLCZ,27-04-21,2200
L5ZZ,27-04-21,2700
DFJT,27-04-21,36100
KBKG,27-04-21,3110
S1EK,27-04-21,3640
LPHD,27-04-21,3040
0X51,27-04-21,4000
1MUC,27-04-21,1690
RUWK,27-04-21,4430
ZMBB,27-04-21,1810
TFDX,27-04-21,1100
BZ2X,27-04-21,2640
DOBG,27-04-21,2540
FWNV,27-04-21,2130
O4V5,27-04-21,2130
JPDU,27-04-21,1290
YU1K,27-04-21,1290
WAFP,27-04-21,1290
RCXK,27-04-21,2100
OGTF,27-04-21,2100
VBFU,27-04-21,3310
WNOU,27-04-21,2000
FA0J,27-04-21,1540
TBHN,27-04-21,4810
PFEQ,27-04-21,5620
DABZ,27-04-21,1170
YHPU,27-04-21,1170
YY2U,27-04-21,1080
3AW0,27-04-21,2160
6W1F,27-04-21,2160
IO0S,27-04-21,1080
QEL6,27-04-21,1080
FFZN,27-04-21,1080
G9Y8,27-04-21,1080
ENGJ,27-04-21,2000
BXAK,27-04-21,2000
SI4T,27-04-21,2000
QENM,27-04-21,2000
M3HM,27-04-21,2540
YN6Y,27-04-21,7150
RJ07,27-04-21,2000
7ANW,27-04-21,2000
8QVJ,27-04-21,2000
UYTU,27-04-21,1540
ZC0R,27-04-21,1190
HFFH,27-04-21,3610
NHLJ,27-04-21,3610
2ASM,27-04-21,3610
2VJV,27-04-21,3610
ZY22,27-04-21,4700
YSSY,27-04-21,1170
FCOI,27-04-21,3600
MLCD,27-04-21,3600
UY0P,27-04-21,5100
GYSV,27-04-21,2000
PSNT,27-04-21,1540
YOFV,27-04-21,1540
GIBS,27-04-21,1540
CSJA,27-04-21,1540
R1EH,27-04-21,1170
HFKK,27-04-21,2730
FTJM,27-04-21,4700
DADF,27-04-21,2730
LDDQ,27-04-21,4000
XNPO,27-04-21,1540
VIJI,27-04-21,1820
JVXX,27-04-21,4700
780M,27-04-21,4700
KCUA,27-04-21,1520
FR8D,22-04-21,2620
7ADT,22-04-21,3060
IAQO,22-04-21,8010
9V8I,22-04-21,6220
A3OP,22-04-21,4580
OVF5,22-04-21,3670
XXZA,22-04-21,1820
EZOD,22-04-21,1210
M4VS,22-04-21,1520
KN99,22-04-21,1540
UB4U,22-04-21,2940
H4SL,22-04-21,17430
OFVY,22-04-21,2818
OU3U,22-04-21,1730
6BNW,22-04-21,1560
PFEQ,22-04-21,5890
QJ6V,22-04-21,1290
XX6J,22-04-21,1550
7JGX,22-04-21,6670
QDGR,22-04-21,5210
YHPU,22-04-21,1200
VROU,22-04-21,3060
ESUE,22-04-21,1540
9DGP,22-04-21,4640
YOAZ,22-04-21,1520
GJNT,22-04-21,3630
X2BH,22-04-21,6220
CXOQ,22-04-21,8910
BZBA,22-04-21,3110
